Website,Product Name,Category,Brand,Price,Original Price (MRP),Discount Percentage,Rating,Reviews,Favorable Feedback,Critical Feedback
Myntra,HarperCollins Books Product 536,Books,HarperCollins,34736.56,48128.46,27.83,2.7,3404,3112,292
Myntra,Lakme Beauty Product 304,Beauty,Lakme,22498.09,25547.83,11.94,4.4,4112,2074,2038
Myntra,Zara Fashion Product 506,Fashion,Zara,11922.69,16501.24,27.75,2.5,479,266,213
Myntra,Bosch Home Appliances Product 955,Home Appliances,Bosch,47893.4,68565.7,30.15,2.1,3243,3107,136
Myntra,Hachette Books Product 313,Books,Hachette,33470.6,49111.31,31.85,2.4,1451,897,554
Myntra,Bosch Home Appliances Product 365,Home Appliances,Bosch,46874.11,59221.39,20.85,1.4,4910,4834,76
Myntra,L'Oreal Beauty Product 773,Beauty,L'Oreal,9862.3,14254.38,30.81,1.1,3592,3401,191
Myntra,Philips Home Appliances Product 967,Home Appliances,Philips,7858.75,9809.91,19.89,2.4,3647,2511,1136
Myntra,Apple Electronics Product 149,Electronics,Apple,1059.38,1209.82,12.43,1.2,4866,2527,2339
Myntra,Puma Fashion Product 930,Fashion,Puma,21714.9,30079.96,27.81,3.5,3026,2225,801
Myntra,OnePlus Electronics Product 835,Electronics,OnePlus,22128.86,25755.52,14.08,1.9,1731,1281,450
Myntra,LG Home Appliances Product 292,Home Appliances,LG,45746.23,64167.92,28.71,2.6,3348,2932,416
Myntra,Lego Toys Product 392,Toys,Lego,33523.12,47162.85,28.92,4,2979,2963,16
Myntra,Oxford Books Product 748,Books,Oxford,13269.13,18155.71,26.91,4.2,515,450,65
Myntra,Yonex Sports Product 643,Sports,Yonex,20903.57,29597.11,29.37,4.9,24,20,4
Myntra,Hasbro Toys Product 138,Toys,Hasbro,33625.96,47747.98,29.58,4.1,4128,3214,914
Myntra,Lego Toys Product 937,Toys,Lego,20476.04,30678.32,33.26,3.2,4803,4499,304
Myntra,Under Armour Sports Product 303,Sports,Under Armour,19997.67,24800.16,19.36,2,2189,1452,737
Myntra,OnePlus Electronics Product 924,Electronics,OnePlus,44478.42,54261.79,18.03,3.3,3963,2766,1197
Myntra,OnePlus Electronics Product 923,Electronics,OnePlus,15007.01,17787.37,15.63,3,1725,1415,310
Myntra,Penguin Books Product 287,Books,Penguin,8425,11284.64,25.34,3.1,2783,1530,1253
Myntra,Hachette Books Product 370,Books,Hachette,5397.65,6732.55,19.83,4.2,199,103,96
Myntra,Maybelline Beauty Product 798,Beauty,Maybelline,188.38,247.66,23.94,4.6,4379,2494,1885
Myntra,Nike Fashion Product 780,Fashion,Nike,5342.75,6145.15,13.06,1.8,4529,2411,2118
Myntra,Nike Fashion Product 697,Fashion,Nike,28217.87,40995.07,31.17,2.9,1072,611,461
Myntra,Levi's Fashion Product 826,Fashion,Levi's,3682.66,4123.46,10.69,4.5,2366,1533,833
Myntra,Funskool Toys Product 458,Toys,Funskool,14315.2,18745.4,23.63,4.6,2510,1259,1251
Myntra,Maybelline Beauty Product 351,Beauty,Maybelline,28381.24,38830.08,26.91,1.3,1154,751,403
Myntra,Hasbro Toys Product 268,Toys,Hasbro,28631.58,41387.38,30.82,3.4,3233,2445,788
Myntra,Samsung Home Appliances Product 748,Home Appliances,Samsung,47147.58,65571.16,28.1,2.9,359,292,67
Myntra,Lakme Beauty Product 295,Beauty,Lakme,39972.38,45534.03,12.21,2.5,1378,982,396
Myntra,Dove Beauty Product 815,Beauty,Dove,22115.94,32252.63,31.43,4.5,2436,2090,346
Myntra,Reebok Sports Product 647,Sports,Reebok,10343.94,12135.12,14.76,3.9,729,709,20
Myntra,Head Sports Product 226,Sports,Head,30458.44,42230.87,27.88,2.9,884,566,318
Myntra,Nivea Beauty Product 529,Beauty,Nivea,5868.02,8423.03,30.33,3.5,267,255,12
Myntra,Samsung Home Appliances Product 918,Home Appliances,Samsung,25373.82,37414.54,32.18,2.3,3666,3650,16
Myntra,Apple Electronics Product 208,Electronics,Apple,40164.35,51528.39,22.05,1.7,843,527,316
Myntra,Head Sports Product 182,Sports,Head,38662.83,57685.15,32.98,4.1,2450,2005,445
Myntra,Samsung Electronics Product 174,Electronics,Samsung,31881.45,38538.46,17.27,2.8,1414,1105,309
Myntra,Nivea Beauty Product 989,Beauty,Nivea,36663.07,50080.05,26.79,2,2528,1835,693
Myntra,Yonex Sports Product 425,Sports,Yonex,48444.17,60333.54,19.71,1.4,1896,1108,788
Myntra,Zara Fashion Product 320,Fashion,Zara,3817.67,4473.2,14.65,2,4885,3849,1036
Myntra,Decathlon Sports Product 144,Sports,Decathlon,20273.28,27912.19,27.37,2.2,2693,1480,1213
Myntra,Nivea Beauty Product 361,Beauty,Nivea,28265.18,39954.5,29.26,1,3499,2422,1077
Myntra,Apple Electronics Product 824,Electronics,Apple,2149.01,2952.14,27.21,5,3142,2457,685
Myntra,Scholastic Books Product 985,Books,Scholastic,15452.95,17058.79,9.41,3.7,2597,1633,964
Myntra,Hasbro Toys Product 616,Toys,Hasbro,47380.15,62609.4,24.32,1,149,90,59
Myntra,Decathlon Sports Product 705,Sports,Decathlon,3264.84,4140.57,21.15,1.3,1278,832,446
Myntra,Lego Toys Product 565,Toys,Lego,37949.05,45128,15.91,4.2,4129,2944,1185
Myntra,Adidas Fashion Product 348,Fashion,Adidas,33028.59,42851.26,22.92,1.6,1129,893,236
Myntra,Lakme Beauty Product 347,Beauty,Lakme,5778.06,6558.31,11.9,3.9,4591,2479,2112
Myntra,Mattel Toys Product 649,Toys,Mattel,29068.88,32703.35,11.11,3.2,2905,1927,978
Myntra,Samsung Home Appliances Product 788,Home Appliances,Samsung,26265.03,35105.11,25.18,1,1643,1501,142
Myntra,OnePlus Electronics Product 604,Electronics,OnePlus,17689.57,25639.27,31.01,4.8,3296,2630,666
Myntra,Funskool Toys Product 529,Toys,Funskool,36033.62,46908.96,23.18,5,1487,1241,246
Myntra,Bosch Home Appliances Product 237,Home Appliances,Bosch,45483.85,67839.88,32.95,1.3,1574,938,636
Myntra,Sony Electronics Product 684,Electronics,Sony,24635.02,27311.9,9.8,4.4,2272,1431,841
Myntra,Decathlon Sports Product 990,Sports,Decathlon,11700.37,15281.69,23.44,2.1,2592,1767,825
Myntra,Scholastic Books Product 887,Books,Scholastic,2489.69,2997.22,16.93,4.1,2338,1971,367
Myntra,Under Armour Sports Product 320,Sports,Under Armour,842.16,1018.16,17.29,1.8,3210,2220,990
Myntra,Mattel Toys Product 884,Toys,Mattel,17335.1,22125.07,21.65,4.4,260,131,129
Myntra,Hachette Books Product 161,Books,Hachette,15229.02,21524.85,29.25,4.1,2,1,1
Myntra,Dove Beauty Product 929,Beauty,Dove,20356.51,23909.5,14.86,2.6,3470,2751,719
Myntra,Hachette Books Product 666,Books,Hachette,29297.85,37072.45,20.97,1.1,1733,903,830
Myntra,Nivea Beauty Product 640,Beauty,Nivea,9003.17,11179.58,19.47,3.5,452,265,187
Myntra,HarperCollins Books Product 778,Books,HarperCollins,13906.09,18953.76,26.63,4.4,695,554,141
Myntra,Mattel Toys Product 337,Toys,Mattel,22691.36,26175.44,13.31,1.5,3939,3168,771
Myntra,Under Armour Sports Product 209,Sports,Under Armour,22974.29,29105.37,21.07,2.9,1189,1074,115
Myntra,Bosch Home Appliances Product 114,Home Appliances,Bosch,3584.05,4351.42,17.63,4,3374,1887,1487
Myntra,Decathlon Sports Product 693,Sports,Decathlon,33000.51,44149.53,25.25,2.9,457,380,77
Myntra,Head Sports Product 752,Sports,Head,35292.39,48646.24,27.45,4.5,3756,3443,313
Myntra,Mattel Toys Product 529,Toys,Mattel,44340.61,52870.53,16.13,2.8,4367,3776,591
Myntra,Lego Toys Product 599,Toys,Lego,37705.09,43421.77,13.17,2.8,4057,3653,404
Myntra,Whirlpool Home Appliances Product 969,Home Appliances,Whirlpool,26081.17,36769.01,29.07,4.6,3351,3048,303
Myntra,Lego Toys Product 294,Toys,Lego,37369.18,53299.01,29.89,3.1,2426,2239,187
Myntra,Oxford Books Product 165,Books,Oxford,22139.12,26035.27,14.96,4.7,3599,3320,279
Myntra,Sony Electronics Product 289,Electronics,Sony,49597.11,58735.02,15.56,3.1,1038,977,61
Myntra,L'Oreal Beauty Product 286,Beauty,L'Oreal,35101.55,52006.5,32.51,3.2,4171,3740,431
Myntra,Mattel Toys Product 208,Toys,Mattel,34362.7,51092.95,32.74,2.4,3094,2339,755
Myntra,Scholastic Books Product 166,Books,Scholastic,1749.84,2105.57,16.89,3.3,1419,1134,285
Myntra,Fisher-Price Toys Product 470,Toys,Fisher-Price,37891.26,43699.4,13.29,3.4,2984,2808,176
Myntra,Apple Electronics Product 818,Electronics,Apple,15004.15,19684.07,23.78,3.6,3578,2721,857
Myntra,LG Home Appliances Product 732,Home Appliances,LG,40225.5,52236.06,22.99,2.7,1041,527,514
Myntra,Samsung Electronics Product 636,Electronics,Samsung,27133.26,39562.34,31.42,4.7,358,338,20
Myntra,Levi's Fashion Product 626,Fashion,Levi's,36139.93,52545.05,31.22,4.7,2966,1763,1203
Myntra,Head Sports Product 398,Sports,Head,10060.79,13520.16,25.59,3.3,2391,1785,606
Myntra,Oxford Books Product 388,Books,Oxford,8451.4,12003.29,29.59,2,4547,3318,1229
Myntra,L'Oreal Beauty Product 195,Beauty,L'Oreal,35862.07,49212.68,27.13,3.6,530,272,258
Myntra,Hasbro Toys Product 105,Toys,Hasbro,24862.04,32866.13,24.35,1.7,3036,2045,991
Myntra,Funskool Toys Product 790,Toys,Funskool,15746.63,21314.99,26.12,4.5,716,556,160
Myntra,HarperCollins Books Product 253,Books,HarperCollins,42827.55,57749.14,25.84,1.5,3661,3186,475
Myntra,Funskool Toys Product 942,Toys,Funskool,2234.03,3130.5,28.64,4.8,1357,1334,23
Myntra,Dove Beauty Product 936,Beauty,Dove,34001.62,42760.99,20.48,4.6,4328,2225,2103
Myntra,HarperCollins Books Product 152,Books,HarperCollins,13791.35,19872.79,30.6,3.1,827,456,371
Myntra,Oxford Books Product 845,Books,Oxford,7206.94,9217.06,21.81,3,4005,3281,724
Myntra,Penguin Books Product 535,Books,Penguin,3346.52,4805.36,30.36,3.7,647,471,176
Myntra,Lakme Beauty Product 551,Beauty,Lakme,7787.24,8921.53,12.71,3,357,356,1
Myntra,Whirlpool Home Appliances Product 283,Home Appliances,Whirlpool,4923.07,5570.67,11.63,2.3,2816,1924,892
Myntra,Scholastic Books Product 417,Books,Scholastic,16920.8,23411.79,27.73,4,1418,753,665
Myntra,LG Home Appliances Product 655,Home Appliances,LG,12313.54,17636.63,30.18,4.9,2428,1703,725
Myntra,Hachette Books Product 499,Books,Hachette,26875.19,39581.75,32.1,2.8,4093,2535,1558
Myntra,Penguin Books Product 619,Books,Penguin,43016.43,57951.28,25.77,3.2,3991,2284,1707
Myntra,Apple Electronics Product 142,Electronics,Apple,1202.21,1494.26,19.54,1.6,3810,2579,1231
Myntra,Philips Home Appliances Product 335,Home Appliances,Philips,21008.82,31221.11,32.71,2.1,970,857,113
Myntra,Sony Electronics Product 528,Electronics,Sony,960.28,1146.13,16.22,1.9,1850,1538,312
Myntra,Penguin Books Product 560,Books,Penguin,40676.54,58851.13,30.88,3.1,382,321,61
Myntra,Maybelline Beauty Product 374,Beauty,Maybelline,16989.07,19585.05,13.25,1.9,3860,3723,137
Myntra,Nike Fashion Product 482,Fashion,Nike,20905.86,24690.71,15.33,2.7,4552,3059,1493
Myntra,Penguin Books Product 931,Books,Penguin,42196.48,47040.07,10.3,2.9,4490,3993,497
Myntra,Sony Electronics Product 944,Electronics,Sony,12111.62,13923.4,13.01,4.5,2232,1239,993
Myntra,Maybelline Beauty Product 443,Beauty,Maybelline,13596.92,17187.26,20.89,1.5,2752,2159,593
Myntra,Samsung Electronics Product 337,Electronics,Samsung,18069.34,20010.45,9.7,2.5,2559,1925,634
Myntra,Reebok Sports Product 118,Sports,Reebok,44510.39,51228.45,13.11,2.4,3173,2096,1077
Myntra,Lego Toys Product 902,Toys,Lego,11021.12,12773.89,13.72,3.3,3141,2133,1008
Myntra,Philips Home Appliances Product 972,Home Appliances,Philips,7481.45,10060.19,25.63,2.8,3106,2536,570
Myntra,Lakme Beauty Product 263,Beauty,Lakme,21432.7,29353.45,26.98,3,1991,1767,224
Myntra,Samsung Home Appliances Product 723,Home Appliances,Samsung,13671.46,20023.3,31.72,3,3249,1797,1452
Myntra,Apple Electronics Product 702,Electronics,Apple,25343.41,29763.55,14.85,4,4843,4220,623
Myntra,Samsung Home Appliances Product 220,Home Appliances,Samsung,12321.67,14090.73,12.55,3.8,2341,2299,42
Myntra,Yonex Sports Product 619,Sports,Yonex,1710.1,2533.83,32.51,2,1812,1156,656
Myntra,OnePlus Electronics Product 395,Electronics,OnePlus,45062.18,62759.28,28.2,1,4982,3146,1836
Myntra,Samsung Electronics Product 477,Electronics,Samsung,14696.35,19698.25,25.39,4.4,3200,1974,1226
Myntra,Philips Home Appliances Product 599,Home Appliances,Philips,21324.31,25726.22,17.11,3.8,3116,2676,440
Myntra,Sony Electronics Product 430,Electronics,Sony,28006,40003.37,29.99,4,622,408,214
Myntra,Hachette Books Product 387,Books,Hachette,41682.14,55762.46,25.25,4.9,4381,4216,165
Myntra,Apple Electronics Product 910,Electronics,Apple,15281.66,17515.85,12.76,3.9,433,350,83
Myntra,Zara Fashion Product 761,Fashion,Zara,7986.57,8961.55,10.88,3.6,3134,2544,590
Myntra,Mattel Toys Product 255,Toys,Mattel,41476.94,54489.7,23.88,3.2,3062,2601,461
Myntra,Lego Toys Product 394,Toys,Lego,36295.14,54223.31,33.06,3.7,4165,4123,42
Myntra,Mattel Toys Product 950,Toys,Mattel,43508.16,57797.49,24.72,1.3,4124,3252,872
Myntra,Yonex Sports Product 676,Sports,Yonex,42913.39,51405.14,16.52,4.7,1223,1201,22
Myntra,Puma Fashion Product 552,Fashion,Puma,47255.84,68344.17,30.86,2.9,4363,2581,1782
Myntra,Levi's Fashion Product 823,Fashion,Levi's,33245.93,42361.33,21.52,1.7,4220,3201,1019
Myntra,Mattel Toys Product 956,Toys,Mattel,43739.77,57365.26,23.75,4.1,3596,2607,989
Myntra,Dove Beauty Product 812,Beauty,Dove,28487.69,41385.52,31.17,3.7,3958,3841,117
Myntra,LG Home Appliances Product 305,Home Appliances,LG,5700.61,8208.92,30.56,1.3,269,254,15
Myntra,Hachette Books Product 333,Books,Hachette,20421.48,30220.5,32.43,2.9,3080,2128,952
Myntra,Samsung Home Appliances Product 117,Home Appliances,Samsung,7046.21,9055.13,22.19,1.5,4100,3764,336
Myntra,Lego Toys Product 153,Toys,Lego,31682.66,43861.88,27.77,2.4,1713,1064,649
Myntra,OnePlus Electronics Product 891,Electronics,OnePlus,27674.15,31339.92,11.7,1.7,14,10,4
Myntra,Penguin Books Product 115,Books,Penguin,42335.72,58360.46,27.46,3.5,2890,2874,16
Myntra,Apple Electronics Product 267,Electronics,Apple,9510.13,13666.58,30.41,2.8,4100,2160,1940
Myntra,Dell Electronics Product 373,Electronics,Dell,25123.47,30994.34,18.94,4.2,1409,1371,38
Myntra,Nivea Beauty Product 131,Beauty,Nivea,8558.37,9445.17,9.39,4.7,335,184,151
Myntra,Nivea Beauty Product 339,Beauty,Nivea,21914.54,26634.52,17.72,3.2,3578,1970,1608
Myntra,Lego Toys Product 749,Toys,Lego,8943.41,10760.92,16.89,3.3,826,645,181
Myntra,Penguin Books Product 356,Books,Penguin,16899.6,21544.61,21.56,1.5,2627,1491,1136
Myntra,Zara Fashion Product 623,Fashion,Zara,2601.15,3192.59,18.53,4.6,484,290,194
Myntra,Nike Fashion Product 625,Fashion,Nike,30916.63,42118.76,26.6,2.3,2000,1968,32
Myntra,Nivea Beauty Product 273,Beauty,Nivea,13713.22,16552.42,17.15,2.3,4063,2828,1235
Myntra,Maybelline Beauty Product 690,Beauty,Maybelline,2640.8,3890.86,32.13,2.2,4250,3455,795
Myntra,HarperCollins Books Product 985,Books,HarperCollins,13007.19,18184.59,28.47,3.1,1445,953,492
Myntra,Oxford Books Product 418,Books,Oxford,13593.71,17084.33,20.43,1.7,592,398,194
Myntra,Mattel Toys Product 983,Toys,Mattel,49680,73599.67,32.5,1.7,4410,2848,1562
Myntra,Yonex Sports Product 511,Sports,Yonex,19202.69,22391.54,14.24,4,803,710,93
Myntra,Decathlon Sports Product 743,Sports,Decathlon,21328.86,24605.22,13.32,1.4,3541,2517,1024
Myntra,Oxford Books Product 747,Books,Oxford,28025.82,38334.84,26.89,4.8,1125,618,507
Myntra,Hachette Books Product 798,Books,Hachette,32481.52,48426.85,32.93,1.8,580,376,204
Myntra,Nike Fashion Product 537,Fashion,Nike,29370.14,41944.36,29.98,4.7,1537,1270,267
Myntra,Samsung Home Appliances Product 700,Home Appliances,Samsung,1188.89,1446.08,17.79,4.2,1412,755,657
Myntra,OnePlus Electronics Product 203,Electronics,OnePlus,28457.58,39997.4,28.85,3.8,4689,3752,937
Myntra,Apple Electronics Product 384,Electronics,Apple,36132.68,40879.33,11.61,3,3168,2466,702
Myntra,Oxford Books Product 449,Books,Oxford,42090.27,60400.87,30.32,4.4,4350,3897,453
Myntra,Sony Electronics Product 403,Electronics,Sony,43466.75,57378.18,24.25,1.3,3070,2555,515
Myntra,Decathlon Sports Product 419,Sports,Decathlon,18610.52,20772.59,10.41,3.4,3667,3422,245
Myntra,Samsung Electronics Product 825,Electronics,Samsung,19496.39,25027.27,22.1,3.3,2525,1637,888
Myntra,Yonex Sports Product 623,Sports,Yonex,16856.08,24234.03,30.44,2.5,2571,2139,432
Myntra,Zara Fashion Product 429,Fashion,Zara,47982.73,63594.58,24.55,1.5,3025,1984,1041
Myntra,Dell Electronics Product 577,Electronics,Dell,33353.64,40351.47,17.34,2.1,3796,2159,1637
Myntra,Whirlpool Home Appliances Product 723,Home Appliances,Whirlpool,18626.09,23984.56,22.34,4,4644,2528,2116
Myntra,Mattel Toys Product 887,Toys,Mattel,14106.58,16168.83,12.75,4.2,3033,2890,143
Myntra,Reebok Sports Product 579,Sports,Reebok,39310.93,43787.82,10.22,3.2,2131,2057,74
Myntra,HarperCollins Books Product 246,Books,HarperCollins,34986.97,49035.77,28.65,1.4,4810,3335,1475
Myntra,Apple Electronics Product 464,Electronics,Apple,19626.97,24795.34,20.84,4.9,2379,1502,877
Myntra,Samsung Home Appliances Product 860,Home Appliances,Samsung,23338.02,26180.76,10.86,1,3360,2933,427
Myntra,Yonex Sports Product 259,Sports,Yonex,13657.52,19151.97,28.69,4,1685,921,764
Myntra,Zara Fashion Product 922,Fashion,Zara,37461.65,50486.32,25.8,2.8,4230,2389,1841
Myntra,Maybelline Beauty Product 728,Beauty,Maybelline,25220.5,37720.83,33.14,2.5,4134,3427,707
Myntra,Head Sports Product 101,Sports,Head,2960.08,3623.83,18.32,2.2,398,199,199
Myntra,Penguin Books Product 738,Books,Penguin,28841.43,34770.79,17.05,4.4,1854,1654,200
Myntra,Hasbro Toys Product 945,Toys,Hasbro,12050.16,14933.66,19.31,4,1528,1444,84
Myntra,Mattel Toys Product 742,Toys,Mattel,17006.02,23661.58,28.13,3.5,764,735,29
Myntra,Funskool Toys Product 379,Toys,Funskool,2483.27,3264.58,23.93,2.1,732,491,241
Myntra,Dove Beauty Product 263,Beauty,Dove,45579.59,63788.63,28.55,4.4,3150,1914,1236
Myntra,Whirlpool Home Appliances Product 217,Home Appliances,Whirlpool,11805.14,13976.68,15.54,4.8,132,119,13
Myntra,L'Oreal Beauty Product 706,Beauty,L'Oreal,3076.81,4434.69,30.62,3.4,4042,3134,908
Myntra,L'Oreal Beauty Product 163,Beauty,L'Oreal,18922.97,27074.58,30.11,1.3,4,4,0
Myntra,Puma Fashion Product 751,Fashion,Puma,33257.24,38871.23,14.44,3.2,4251,3864,387
Myntra,Nike Fashion Product 559,Fashion,Nike,10026.24,14220.07,29.49,3,1890,1752,138
Myntra,Hasbro Toys Product 646,Toys,Hasbro,16843.54,19555.13,13.87,3.2,1348,1071,277
Myntra,Adidas Fashion Product 197,Fashion,Adidas,41609.73,57764.34,27.97,2.3,2113,1295,818
Myntra,Scholastic Books Product 917,Books,Scholastic,44547.91,53041.77,16.01,4.2,1462,998,464
Myntra,Dove Beauty Product 596,Beauty,Dove,41326.06,57006.91,27.51,4.3,1533,1288,245
Myntra,Funskool Toys Product 109,Toys,Funskool,27492.52,40195,31.6,1.6,2703,2607,96
Myntra,Nike Fashion Product 457,Fashion,Nike,9241.17,11445.8,19.26,2.5,1502,837,665
Myntra,Mattel Toys Product 743,Toys,Mattel,43002.9,63895.91,32.7,3.7,3439,3005,434
Myntra,LG Home Appliances Product 406,Home Appliances,LG,39789.61,50205.8,20.75,2.6,1230,971,259
Myntra,Puma Fashion Product 616,Fashion,Puma,25992.59,36665.89,29.11,4.3,1132,1117,15
Myntra,Bosch Home Appliances Product 807,Home Appliances,Bosch,9103.17,12674.15,28.18,1.9,622,405,217
Myntra,Samsung Home Appliances Product 525,Home Appliances,Samsung,28229.73,40788.88,30.79,2.3,1183,1183,0
Myntra,Mattel Toys Product 124,Toys,Mattel,9711.43,11842.53,18,4.6,2915,2893,22
Myntra,Zara Fashion Product 982,Fashion,Zara,41765.05,46732.36,10.63,3,4526,2648,1878
Myntra,Dell Electronics Product 617,Electronics,Dell,27470.95,38444.29,28.54,3.7,3863,3301,562
Myntra,HarperCollins Books Product 637,Books,HarperCollins,38891.5,50210.47,22.54,1.5,466,337,129
Myntra,Lakme Beauty Product 793,Beauty,Lakme,27876.13,31140.74,10.48,4.2,3000,2212,788
Myntra,Penguin Books Product 981,Books,Penguin,41888.26,46701.9,10.31,4,3129,2991,138
Myntra,Lego Toys Product 676,Toys,Lego,47403.58,70966.55,33.2,1.9,3041,1565,1476
Myntra,Nike Fashion Product 371,Fashion,Nike,13734.12,16234.71,15.4,3.9,1296,846,450
Myntra,Samsung Home Appliances Product 900,Home Appliances,Samsung,16325.04,19567.85,16.57,1.1,1526,961,565
Myntra,Oxford Books Product 318,Books,Oxford,43163.76,53467.16,19.27,3.3,4895,4732,163
Myntra,L'Oreal Beauty Product 668,Beauty,L'Oreal,11710.53,13267.85,11.74,4.5,877,708,169
Myntra,HarperCollins Books Product 489,Books,HarperCollins,38857.23,55479.36,29.96,4.1,1289,1119,170
Myntra,Yonex Sports Product 570,Sports,Yonex,16846.15,22502.67,25.14,1.2,2106,2054,52
Myntra,Adidas Fashion Product 748,Fashion,Adidas,15197.97,16980.54,10.5,2,3113,2063,1050
Myntra,Funskool Toys Product 489,Toys,Funskool,38324.68,52378.51,26.83,4,817,440,377
Myntra,Dell Electronics Product 899,Electronics,Dell,24084.18,27664.77,12.94,4.8,2150,1524,626
Myntra,Levi's Fashion Product 668,Fashion,Levi's,32115.79,42903.12,25.14,2.8,2676,1761,915
Myntra,Scholastic Books Product 710,Books,Scholastic,10193.36,14668.09,30.51,2.5,4948,3948,1000
Myntra,LG Home Appliances Product 289,Home Appliances,LG,30897.48,40831.31,24.33,1.8,3325,3127,198
Myntra,Scholastic Books Product 778,Books,Scholastic,42975.7,59957.86,28.32,2.4,3951,3226,725
Myntra,Whirlpool Home Appliances Product 310,Home Appliances,Whirlpool,16679.4,19780.24,15.68,1.4,1037,882,155
Myntra,Sony Electronics Product 503,Electronics,Sony,17751.72,22632.81,21.57,1.4,4427,3745,682
Myntra,Penguin Books Product 251,Books,Penguin,34225.46,43594.45,21.49,1.1,2717,1644,1073
Myntra,Yonex Sports Product 174,Sports,Yonex,26605.82,39023.88,31.82,1.8,417,355,62
Myntra,Reebok Sports Product 848,Sports,Reebok,38876.33,52246.52,25.59,3.4,1832,1809,23
Myntra,Hasbro Toys Product 212,Toys,Hasbro,35498.3,51822.13,31.5,3,4828,2859,1969
Myntra,Samsung Home Appliances Product 161,Home Appliances,Samsung,23482.97,32532.15,27.82,1.3,4397,3671,726
Myntra,Dove Beauty Product 359,Beauty,Dove,15866.38,19416.52,18.28,1.1,1213,904,309
Myntra,L'Oreal Beauty Product 531,Beauty,L'Oreal,2513.01,3252.72,22.74,3.8,1803,1260,543
Myntra,Dell Electronics Product 116,Electronics,Dell,31961.48,46738.91,31.62,3.6,524,369,155
Myntra,Nivea Beauty Product 723,Beauty,Nivea,47771.25,57207.22,16.49,2,4537,3002,1535
Myntra,Head Sports Product 260,Sports,Head,12794.62,15114.59,15.35,2.5,3452,3384,68
Myntra,Hasbro Toys Product 982,Toys,Hasbro,21756.88,27679.63,21.4,2.1,1845,1523,322
Myntra,Apple Electronics Product 751,Electronics,Apple,17509.73,25089.6,30.21,2.7,3575,2648,927
Myntra,Head Sports Product 105,Sports,Head,7071.77,8895.83,20.5,1.2,4307,3100,1207
Myntra,Sony Electronics Product 242,Electronics,Sony,31378.53,44639.47,29.71,2.3,2872,2273,599
Myntra,HarperCollins Books Product 382,Books,HarperCollins,14150.76,19920.35,28.96,3.4,4236,3823,413
Myntra,LG Home Appliances Product 352,Home Appliances,LG,20320.84,26481.31,23.26,1.6,2169,1977,192
Myntra,Nike Fashion Product 800,Fashion,Nike,2217.93,2978.99,25.55,4.9,4770,3931,839
Myntra,Mattel Toys Product 878,Toys,Mattel,18707.81,21739.96,13.95,2.6,3680,3135,545
Myntra,Yonex Sports Product 676,Sports,Yonex,21592.81,27044.3,20.16,3.5,1595,1262,333
Myntra,Sony Electronics Product 773,Electronics,Sony,43445.87,53614.84,18.97,4.6,2446,2150,296
Myntra,Philips Home Appliances Product 662,Home Appliances,Philips,34906.45,40913.77,14.68,2.1,1693,876,817
Myntra,Samsung Home Appliances Product 407,Home Appliances,Samsung,147.59,193.16,23.59,2.8,3359,2108,1251
Myntra,Reebok Sports Product 460,Sports,Reebok,40485.85,45021.92,10.08,3.5,372,254,118
Myntra,Hasbro Toys Product 569,Toys,Hasbro,43847.14,56638.27,22.58,2.2,3241,1985,1256
Myntra,Scholastic Books Product 854,Books,Scholastic,38955.16,44135.05,11.74,3.6,1323,1306,17
Myntra,Dove Beauty Product 157,Beauty,Dove,16895.78,24342.13,30.59,3.5,3049,1626,1423
Myntra,HarperCollins Books Product 292,Books,HarperCollins,35939.28,43726.94,17.81,4.9,4924,4051,873
Myntra,Dell Electronics Product 443,Electronics,Dell,36400.76,47159.19,22.81,1.7,883,644,239
Myntra,Head Sports Product 596,Sports,Head,8514.92,9451.46,9.91,4.3,1167,906,261
Myntra,Samsung Electronics Product 398,Electronics,Samsung,24220.31,35488.34,31.75,2.1,3867,3216,651
Myntra,Decathlon Sports Product 310,Sports,Decathlon,13386.57,17270.18,22.49,2.2,4907,3875,1032
Myntra,Lakme Beauty Product 103,Beauty,Lakme,5928.58,8298.09,28.55,2.9,4632,2453,2179
Myntra,Adidas Fashion Product 382,Fashion,Adidas,16703.79,23322.59,28.38,2.7,1760,1495,265
Myntra,LG Home Appliances Product 444,Home Appliances,LG,13144.85,16010.05,17.9,3.7,1773,894,879
Myntra,Under Armour Sports Product 470,Sports,Under Armour,19834.99,26192.87,24.27,1.6,4344,2172,2172
Myntra,Decathlon Sports Product 510,Sports,Decathlon,40963.89,55277.2,25.89,1.7,173,120,53
Myntra,Samsung Home Appliances Product 746,Home Appliances,Samsung,26144.01,34363.26,23.92,2,2559,1631,928
Myntra,Philips Home Appliances Product 150,Home Appliances,Philips,21882.05,29823.13,26.63,1.3,1901,1009,892
Myntra,Apple Electronics Product 261,Electronics,Apple,45627.36,66462.83,31.35,2.9,2164,1512,652
Myntra,Mattel Toys Product 920,Toys,Mattel,48505.25,72203.97,32.82,4.5,971,492,479
Myntra,Hasbro Toys Product 894,Toys,Hasbro,17632.4,21394.44,17.58,2.8,2378,2122,256
Myntra,Dove Beauty Product 428,Beauty,Dove,47266.26,55949.17,15.52,4.4,3803,1989,1814
